Date & Time,SKU,Name,Brand,Average Rating,Rating Count,Sponsered,Price,Sales Price,Express,Rank,Link
2024-12-21 17:32:38,Z1E598CB5A35BDDF0E9C4Z,"Generic Cork Yoga Blocks, 2 Pack, 22.8x15.2x7.6cm, High Density Solid Natural Cork Yoga Brick with Comfortable Edge to Improve Balance, Strength and Flexibility ",Generic,NA,NA,N,NA,66.80,Y,79,https://www.noon.com/uae-en/cork-yoga-blocks-2-pack-22-8x15-2x7-6cm-high-density-solid-natural-cork-yoga-brick-with-comfortable-edge-to-improve-balance-strength-and-flexibility/Z1E598CB5A35BDDF0E9C4Z/p/?o=z1e598cb5a35bddf0e9c4z-1
2024-12-21 17:32:38,Z1FFBA90CF03B4E1CDF5CZ,"MahMir Mahmir® EVA Foam Roller for Yoga, Deep Tissue Massage, Stretching, Physical Therapy, Relieve Stress, Improve Mobility with Foam Roller for Legs and Muscles - Deep Tissue Massage Tool (Light Blue) ",MahMir,3.4,3,N,NA,29.95,N,82,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-light-blue/Z1FFBA90CF03B4E1CDF5CZ/p/?o=f1e97d654c981d3c
2024-12-21 17:32:38,Z166CFFAB78D35C181A54Z,Generic Sports Fitness Pilates Circle Yoga Ring For Women 38X38cm Pink ,Generic,5.0,1,N, ,30.40,Y,77,https://www.noon.com/uae-en/sports-fitness-pilates-circle-yoga-ring-for-women-38x38cm-pink/Z166CFFAB78D35C181A54Z/p/?o=z166cffab78d35c181a54z-1
2024-12-21 17:32:38,ZEA24FB40EFA91537125FZ,Adidas Fitness Mat - 10Mm - Solar Red ,Adidas,NA,NA,N, ,132,Y,78,https://www.noon.com/uae-en/fitness-mat-10mm-solar-red/ZEA24FB40EFA91537125FZ/p/?o=zea24fb40efa91537125fz-1
2024-12-21 17:32:38,Z230C9460E2B3F2772EA3Z,"YooA 3-Pair Non-slip Yoga Socks, Cotton Pilates Socks with Straps, Breathable&Moisture-wicking&Machine-washable, Ideal for Yoga/Pilates/Ballet/Dance/Workout (Purple+Black+Grey, Fit Size 36-42) ",YooA,5.0,3,N, ,35.80,Y,75,https://www.noon.com/uae-en/3-pair-non-slip-yoga-socks-cotton-pilates-socks-with-straps-breathable-moisture-wicking-machine-washable-ideal-for-yoga-pilates-ballet-dance-workout-purple-black-grey-fit-size-36-42/Z230C9460E2B3F2772EA3Z/p/?o=z230c9460e2b3f2772ea3z-1
2024-12-21 17:32:38,Z027D99E609B451C92CE3Z,Gaiam 5MM JUTE YOGA MAT ,Gaiam,NA,NA,N, ,126,Y,76,https://www.noon.com/uae-en/5mm-jute-yoga-mat/Z027D99E609B451C92CE3Z/p/?o=z027d99e609b451c92ce3z-1
2024-12-21 17:32:38,Z31FC466FC0B39E7240FCZ,Generic Pilates Yoga Wedge Massage Correction Yoga Foam Kyphosis Correction Detachable Large Spine Yoga Equipment ,Generic,NA,NA,N, ,239.20,Y,73,https://www.noon.com/uae-en/pilates-yoga-wedge-massage-correction-yoga-foam-kyphosis-correction-detachable-large-spine-yoga-equipment/Z31FC466FC0B39E7240FCZ/p/?o=z31fc466fc0b39e7240fcz-1
2024-12-21 17:32:38,Z9C7EDB5B7C3F9876CCB7Z,Adidas Fitness Mat - 10Mm - Red ,Adidas,NA,NA,N, ,105,Y,72,https://www.noon.com/uae-en/fitness-mat-10mm-red/Z9C7EDB5B7C3F9876CCB7Z/p/?o=z9c7edb5b7c3f9876ccb7z-1
2024-12-21 17:32:38,Z2130DCBA24F1310809F6Z,"GROIC Fitness Yoga Mat for Women and Men - Large, 4mm Thick, 68 Inch *24 Inch, Non Slip Exercise Mats w/ 70 Printed Yoga Poses for Pilates, Workout and Stretching - Home and Gym Essentials ",GROIC,5.0,1,N, ,90.15,Y,71,https://www.noon.com/uae-en/fitness-yoga-mat-for-women-and-men-large-4mm-thick-68-inch-24-inch-non-slip-exercise-mats-w-70-printed-yoga-poses-for-pilates-workout-and-stretching-home-and-gym-essentials/Z2130DCBA24F1310809F6Z/p/?o=z2130dcba24f1310809f6z-1
2024-12-21 17:32:38,ZBCE778416BAE21D1E4CCZ,WENBO Set of 2 Yoga Blocks EVA Foam High Density Non Slip Yoga Bricks For Meditation Balance Exercise ,WENBO,5.0,1,N, ,31,N,74,https://www.noon.com/uae-en/set-of-2-yoga-blocks-eva-foam-high-density-non-slip-yoga-bricks-for-meditation-balance-exercise/ZBCE778416BAE21D1E4CCZ/p/?o=zbce778416bae21d1e4ccz-1
2024-12-21 17:32:38,Z71D2A7D3F17EC01F37A7Z,Generic Pilates Yoga Wedge Massage Correction Yoga Foam Kyphosis Correction Detachable Large Spine Yoga Equipment ,Generic,NA,NA,N,NA,299,Y,70,https://www.noon.com/uae-en/pilates-yoga-wedge-massage-correction-yoga-foam-kyphosis-correction-detachable-large-spine-yoga-equipment/Z71D2A7D3F17EC01F37A7Z/p/?o=z71d2a7d3f17ec01f37a7z-1
2024-12-21 17:32:38,ZA7C6CE649B2FAEA57A2BZ,"GROIC Yoga Stretching Strap,Leg Stretcher Strap, Stretching Equipment,Flexibility Trainer Backbend Assist Stretch Out Strap,Yoga Ballet Leg Stretching Exercise,Pilates Stretch Band ",GROIC,5.0,1,N, ,52.65,Y,69,https://www.noon.com/uae-en/yoga-stretching-strap-leg-stretcher-strap-stretching-equipment-flexibility-trainer-backbend-assist-stretch-out-strap-yoga-ballet-leg-stretching-exercise-pilates-stretch-band/ZA7C6CE649B2FAEA57A2BZ/p/?o=za7c6ce649b2faea57a2bz-1
2024-12-21 17:32:38,Z55690DC1CB6C6548422FZ,Gaiam On-The-Go Yoga Mat Carrier ,Gaiam,5.0,1,N, ,62,Y,68,https://www.noon.com/uae-en/on-the-go-yoga-mat-carrier/Z55690DC1CB6C6548422FZ/p/?o=z55690dc1cb6c6548422fz-1
2024-12-21 17:32:38,ZD6CF2A9B753E3ADECD65Z,ShebSheb Foldable Yoga Mat Sport Mat Lightweight And 6mm Thick TPE Yoga Mat Non Slip For Yoga Pilates Fitness Workouts Travel ,ShebSheb,5.0,8,N,NA,59.90,Y,67,https://www.noon.com/uae-en/foldable-yoga-mat-sport-mat-lightweight-and-6mm-thick-tpe-yoga-mat-non-slip-for-yoga-pilates-fitness-workouts-travel/ZD6CF2A9B753E3ADECD65Z/p/?o=zd6cf2a9b753e3adecd65z-1
2024-12-21 17:32:38,ZA7AE063312E3D2E97882Z,"GROIC 2 Pack Yoga Blocks,High Density EVA Foam Blocks for Yoga, Pilates, Meditation , Aid Balance, Support and Deepen Poses,Body Stretching Foam Blocks,Yoga Brick Foam Blocks ",GROIC,5.0,2,N, ,47.05,Y,65,https://www.noon.com/uae-en/2-pack-yoga-blocks-high-density-eva-foam-blocks-for-yoga-pilates-meditation-aid-balance-support-and-deepen-poses-body-stretching-foam-blocks-yoga-brick-foam-blocks/ZA7AE063312E3D2E97882Z/p/?o=za7ae063312e3d2e97882z-1
2024-12-21 17:32:38,Z8FBFEA550DEC00C9F00BZ,WENBO Pilates Exercise Resistance Band Pilates Stick For Man Women Home Gym Workout Fitness Yoga (Pink) ,WENBO,NA,NA,N, ,28.50,N,66,https://www.noon.com/uae-en/pilates-exercise-resistance-band-pilates-stick-for-man-women-home-gym-workout-fitness-yoga-pink/Z8FBFEA550DEC00C9F00BZ/p/?o=z8fbfea550dec00c9f00bz-1
2024-12-21 17:32:38,Z40452B9643F74713516FZ,"GROIC Yoga Mat, Extra Wide 72.8""x 31.5"" x 0.24"" Pilates Fitness Mats with Alignment Marks, Non Slip Fitness Yoga Mats, Exercise Mats for Yoga Pilates Home Floor Workout with Carrying Sling and Storage Bag ",GROIC,3.7,3,N, ,114.85,Y,64,https://www.noon.com/uae-en/yoga-mat-extra-wide-72-8-x-31-5-x-0-24-pilates-fitness-mats-with-alignment-marks-non-slip-fitness-yoga-mats-exercise-mats-for-yoga-pilates-home-floor-workout-with-carrying-sling-and-storage-bag/Z40452B9643F74713516FZ/p/?o=z40452b9643f74713516fz-1
2024-12-21 17:32:38,Z83A582E5DE4F29159F82Z,AXOX Axox Fitness Cork + TPE Yoga Mat ,AXOX,NA,NA,N,NA,149,N,63,https://www.noon.com/uae-en/axox-fitness-cork-tpe-yoga-mat/Z83A582E5DE4F29159F82Z/p/?o=z83a582e5de4f29159f82z-1
2024-12-21 17:32:38,ZC83D0F8861A9AB191AE8Z,"Align-Pilates Align-Pilates Jump Board - Compatible with C, F, R & H-Series Pilates Reformers, Durable & Versatile Accessory ",Align-Pilates,NA,NA,N, ,590,N,62,https://www.noon.com/uae-en/align-pilates-jump-board-compatible-with-c-f-r-h-series-pilates-reformers-durable-versatile-accessory/ZC83D0F8861A9AB191AE8Z/p/?o=zc83d0f8861a9ab191ae8z-1
2024-12-21 17:32:38,Z1916F411A85945512C37Z,Align-Pilates Platform Extender FAlign-Pilates Platform Extender - Compatible with C-Series Pilates Reformers for Enhanced Exercisesor C-Series Reformer ,Align-Pilates,NA,NA,N, ,360,N,61,https://www.noon.com/uae-en/platform-extender-falign-pilates-platform-extender-compatible-with-c-series-pilates-reformers-for-enhanced-exercisesor-c-series-reformer/Z1916F411A85945512C37Z/p/?o=z1916f411a85945512c37z-1
2024-12-21 17:32:38,Z17396F3BAD9F89F82C7CZ,"GGEROU Minimalist barefoot sock shoes for women and men,Non-Slip Beach Shoes Fitness Sports Shoe ",GGEROU,NA,NA,N, ,62.50,Y,60,https://www.noon.com/uae-en/minimalist-barefoot-sock-shoes-for-women-and-men-non-slip-beach-shoes-fitness-sports-shoe/Z17396F3BAD9F89F82C7CZ/p/?o=z17396f3bad9f89f82c7cz-1
2024-12-21 17:32:38,Z9CCA1A3DE609EB67B3B1Z,MissTiara 80cm Extra-Wide TPE Yoga Mat with Double-Sided Anti-Slip Design and Portable Storage Bag Suitable for Yoga Pilates Exercise and Fitness(183cm x 80cm x 0.8cm) ,MissTiara,4.0,1,N, ,74.90,Y,59,https://www.noon.com/uae-en/80cm-extra-wide-tpe-yoga-mat-with-double-sided-anti-slip-design-and-portable-storage-bag-suitable-for-yoga-pilates-exercise-and-fitness-183cm-x-80cm-x-0-8cm/Z9CCA1A3DE609EB67B3B1Z/p/?o=z9cca1a3de609eb67b3b1z-1
2024-12-21 17:32:38,Z2608941456AA02760444Z,"GGEROU Minimalist barefoot sock shoes for women and men,Non-Slip Beach Shoes Fitness Sports Shoe ",GGEROU,NA,NA,N, ,62.50,Y,58,https://www.noon.com/uae-en/minimalist-barefoot-sock-shoes-for-women-and-men-non-slip-beach-shoes-fitness-sports-shoe/Z2608941456AA02760444Z/p/?o=z2608941456aa02760444z-1
2024-12-21 17:32:38,Z3CC2F8DF718A0CCE6A30Z,"Generic Cooling Sport Towel, Cold Technology Fabric Towel, Cold Breathable Towel, Chilly Rags for Neck Sweat Towels for Gym Yoga Golf Tennis, Workout Towel, 100*30CM ",Generic,NA,NA,N,NA,29,Y,56,https://www.noon.com/uae-en/cooling-sport-towel-cold-technology-fabric-towel-cold-breathable-towel-chilly-rags-for-neck-sweat-towels-for-gym-yoga-golf-tennis-workout-towel-100-30cm/Z3CC2F8DF718A0CCE6A30Z/p/?o=z3cc2f8df718a0cce6a30z-1
2024-12-21 17:32:38,Z32CADD1858C6D6393BC3Z,"Eworld Anti-slip Yoga Sports and Exercise Mat with Carrying Strap Water Repellent Moisture Proof for Home and Gym, Grey ",Eworld,NA,NA,N,NA,34.95,N,55,https://www.noon.com/uae-en/anti-slip-yoga-sports-and-exercise-mat-with-carrying-strap-water-repellent-moisture-proof-for-home-and-gym-grey/Z32CADD1858C6D6393BC3Z/p/?o=z32cadd1858c6d6393bc3z-1
2024-12-21 17:32:38,N20034883A,Generic Pilates Fitness Circle Ring 38X38cm 38X38cm ,Generic,4.4,27,N, ,99,N,54,https://www.noon.com/uae-en/pilates-fitness-circle-ring-38x38cm-38x38cm/N20034883A/p/?o=ce660afab2f3f28a
2024-12-21 17:32:38,N20034893A,Generic Anti-Tear Exercise Mat With Carrying Strap ,Generic,4.5,1.1K,N,NA,33.95,N,53,https://www.noon.com/uae-en/anti-tear-exercise-mat-with-carrying-strap/N20034893A/p/?o=ff3bfe4644388b1f
2024-12-21 17:32:38,ZD7445E31DDB7FA7F9DA9Z,"Fazza 3 Pairs Non Slip Socks, Women Fashion All Season Socks, Sports Casual Simple Striped Colors, for Pilates Yoga, Barre Ballet Dance, Fitness, Football, Mid-Tube Socks Free Size ",Fazza,4.0,1,N, ,52.50,Y,52,https://www.noon.com/uae-en/3-pairs-non-slip-socks-women-fashion-all-season-socks-sports-casual-simple-striped-colors-for-pilates-yoga-barre-ballet-dance-fitness-football-mid-tube-socks-free-size/ZD7445E31DDB7FA7F9DA9Z/p/?o=zd7445e31ddb7fa7f9da9z-1
2024-12-21 17:32:38,ZB20455FFC8C4AAB72E0EZ,"RIOXS Yoga Pilates Kits,Yoga Circle And Yoga Blocks Sets,32cm Yoga Wheel With 2 Pcs Yoga Foam Blocks,For Waist Back Training,Durable Professional Pilates Exercise Tools ",RIOXS,NA,NA,N, ,64,Y,49,https://www.noon.com/uae-en/yoga-pilates-kits-yoga-circle-and-yoga-blocks-sets-32cm-yoga-wheel-with-2-pcs-yoga-foam-blocks-for-waist-back-training-durable-professional-pilates-exercise-tools/ZB20455FFC8C4AAB72E0EZ/p/?o=zb20455ffc8c4aab72e0ez-1
2024-12-21 17:32:38,Z9BE175DFC702F5DF035AZ,Reebok Yoga Mat - 5Mm - Red ,Reebok,NA,NA,N, ,173,Y,50,https://www.noon.com/uae-en/yoga-mat-5mm-red/Z9BE175DFC702F5DF035AZ/p/?o=z9be175dfc702f5df035az-1
2024-12-21 17:32:38,Z5B557BA405F39E1C40DEZ,MahMir MahMir Yoga Mat Anti-Slip Exercise Mat with Carrying Bag Fitness Mat for Pilates 183CM*61CM*6MM Thickness for Woman Man Beginners Pink + Light Grey ,MahMir,4.4,23,N, ,49.95,Y,51,https://www.noon.com/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cm-61cm-6mm-thickness-for-woman-man-beginners-pink-light-grey/Z5B557BA405F39E1C40DEZ/p/?o=z5b557ba405f39e1c40dez-1
2024-12-21 17:32:38,Z4DDA125062C7766547DDZ,MahMir MahMir Yoga Mat Anti-Slip Exercise Mat with Carrying Bag Fitness Mat for Pilates 183CM*61CM*6MM Thickness for Woman Man Beginners ( Purple + Pink) ,MahMir,4.5,24,N, ,49.95,Y,48,https://www.noon.com/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cm-61cm-6mm-thickness-for-woman-man-beginners-purple-pink/Z4DDA125062C7766547DDZ/p/?o=z4dda125062c7766547ddz-1
2024-12-21 17:32:38,Z3ECE31D6665E7DFAC159Z,"RIGID FITNESS Thick Yoga Mat 8mm - Knees Supportive Exercise Mat - for Yoga, Pilates, Fitness Exercises and Home Exercise Fitness Mat - Non-Slip Yoga Gym Mat With Carrying Bag - 183*66cm (Green/Black) ",RIGID FITNESS,4.4,17,N, ,109.75,Y,47,https://www.noon.com/uae-en/thick-yoga-mat-8mm-knees-supportive-exercise-mat-for-yoga-pilates-fitness-exercises-and-home-exercise-fitness-mat-non-slip-yoga-gym-mat-with-carrying-bag-183-66cm-green-black/Z3ECE31D6665E7DFAC159Z/p/?o=z3ece31d6665e7dfac159z-1
2024-12-21 17:32:38,ZA20A29558D85EF0EDB9EZ,"Longchamp Longchamp women's large tote bag, handbag, shoulder bag, navy blue classic style Topic: ",Longchamp,NA,NA,Y, ,156.85,Y,44,https://www.noon.com/uae-en/longchamp-women-s-large-tote-bag-handbag-shoulder-bag-navy-blue-classic-style-topic/ZA20A29558D85EF0EDB9EZ/p/?o=za20a29558d85ef0edb9ez-1
2024-12-21 17:32:38,ZBD63D22D7E92C0DD530EZ,Generic Pilates Bar Kit with Resistance Bands 150LBS Resistance Bands Set with Bar Portable Pilates Equipment ,Generic,5.0,1,N, ,120,Y,46,https://www.noon.com/uae-en/pilates-bar-kit-with-resistance-bands-150lbs-resistance-bands-set-with-bar-portable-pilates-equipment/ZBD63D22D7E92C0DD530EZ/p/?o=zbd63d22d7e92c0dd530ez-1
2024-12-21 17:32:38,ZD9009A36D21843256005Z,Adidas Fitness Mat - 7Mm - Green ,Adidas,NA,NA,N, ,81,Y,42,https://www.noon.com/uae-en/fitness-mat-7mm-green/ZD9009A36D21843256005Z/p/?o=zd9009a36d21843256005z-1
2024-12-21 17:32:38,Z08D5C014B433E9836595Z,"Vparty Thick Yoga Mat for Home Workout,183x61x0.6cm Non-Slip Exercise Fitness Yoga Mats,Eco-Friendly TPE Exercise Mats for Home Workout with strap & Carrying Bag ",Vparty,NA,NA,Y, ,59.90,N,43,https://www.noon.com/uae-en/thick-yoga-mat-for-home-workout-183x61x0-6cm-non-slip-exercise-fitness-yoga-mats-eco-friendly-tpe-exercise-mats-for-home-workout-with-strap-carrying-bag/Z08D5C014B433E9836595Z/p/?o=z08d5c014b433e9836595z-1
2024-12-21 17:32:38,ZE9BC56837C893BAD2931Z,"RIGID FITNESS Thick Yoga Mat 8mm - Knees Supportive Exercise Mat - for Yoga, Pilates, Fitness Exercises and Home Exercise Fitness Mat - Non-Slip Yoga Gym Mat With Carrying Bag - 183*66cm (Gold/Black) ",RIGID FITNESS,4.7,60,N, ,95.75,Y,41,https://www.noon.com/uae-en/thick-yoga-mat-8mm-knees-supportive-exercise-mat-for-yoga-pilates-fitness-exercises-and-home-exercise-fitness-mat-non-slip-yoga-gym-mat-with-carrying-bag-183-66cm-gold-black/ZE9BC56837C893BAD2931Z/p/?o=ze9bc56837c893bad2931z-1
2024-12-21 17:32:38,Z8CEEC76F0B9EC0122F38Z,Longchamp Longchamp Le Pliage Original Large Navy Tote Bag for Women L1899089P68 ,Longchamp,5.0,3,N,NA,165,Y,38,https://www.noon.com/uae-en/longchamp-le-pliage-original-large-navy-tote-bag-for-women-l1899089p68/Z8CEEC76F0B9EC0122F38Z/p/?o=z8ceec76f0b9ec0122f38z-1
2024-12-21 17:32:38,ZD36106F79558F35BFB7EZ,Other Manufacturer Pilates Reformer Pilates Stable Chair Balance Trainer Multifunctional Fitness Equipment ,Other Manufacturer,NA,NA,N, ,"2,299",N,39,https://www.noon.com/uae-en/pilates-reformer-pilates-stable-chair-balance-trainer-multifunctional-fitness-equipment/ZD36106F79558F35BFB7EZ/p/?o=zd36106f79558f35bfb7ez-1
2024-12-21 17:32:38,Z8DE7372A006C4309D78BZ,LIMOS Sports Yoga Socks for Women Pack Of 3 Pairs ,LIMOS,5.0,12,N,NA,39,Y,40,https://www.noon.com/uae-en/sports-yoga-socks-for-women-pack-of-3-pairs/Z8DE7372A006C4309D78BZ/p/?o=z8de7372a006c4309d78bz-1
2024-12-21 17:32:38,Z3C8DAF40330507AC95A4Z,LACOSTE Lacoste Tote Bag Large Size Black Color ,LACOSTE,NA,NA,Y, ,152.75,Y,35,https://www.noon.com/uae-en/lacoste-tote-bag-large-size-black-color/Z3C8DAF40330507AC95A4Z/p/?o=z3c8daf40330507ac95a4z-1
2024-12-21 17:32:38,Z212ACDF2F7760CD34A11Z,"Bernessi 8MM Yoga Mat with Carrying Strap Anti-Slip for Home Workout Exercises Meditation Eco Friendly, Non Skid TPE Yoga Mattres for Pilates 183x61x0.8cm Thick, Light Pink / Black Color ",Bernessi,5.0,4,N, ,61.25,Y,32,https://www.noon.com/uae-en/8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-light-pink-black-color/Z212ACDF2F7760CD34A11Z/p/?o=z212acdf2f7760cd34a11z-1
2024-12-21 17:32:38,N16718794A,Emfil Anti Skid Yoga Mat ,Emfil,4.5,387,N,NA,30.05,Y,36,https://www.noon.com/uae-en/anti-skid-yoga-mat/N16718794A/p/?o=a5c620b3ccf5175a
2024-12-21 17:32:38,Z806209A62BA1D05C47E5Z,Longchamp Longchamp Le Pliage Original Large Black Tote Bag with Handle for Women L1899089001 ,Longchamp,5.0,2,N,NA,165,Y,30,https://www.noon.com/uae-en/longchamp-le-pliage-original-large-black-tote-bag-with-handle-for-women-l1899089001/Z806209A62BA1D05C47E5Z/p/?o=z806209a62ba1d05c47e5z-1
2024-12-21 17:32:38,Z576A0EBA8EADCC851199Z,"RIGID FITNESS Yoga Mat 6mm with Alignments - Anti-Slip TPE Yoga Mat with Carry Bag - Precision Alignment Lines, Double Colors, Lightweight & Durable for All Fitness Exercises- 183 * 66cm*0.6cm Thick ",RIGID FITNESS,4.8,28,N, ,75.85,Y,34,https://www.noon.com/uae-en/yoga-mat-6mm-with-alignments-anti-slip-tpe-yoga-mat-with-carry-bag-precision-alignment-lines-double-colors-lightweight-durable-for-all-fitness-exercises-183-66cm-0-6cm-thick/Z576A0EBA8EADCC851199Z/p/?o=z576a0eba8eadcc851199z-1
2024-12-21 17:32:38,ZD47F076F0E799BD13A58Z,"Generic 5 Packs Cooling Towel, Quick Dry Sports Towel for Yoga Fitness Golf Tennis Camping Games，Fitness Towel(30x80cm) ",Generic,NA,NA,N, ,28.90,Y,31,https://www.noon.com/uae-en/5-packs-cooling-towel-quick-dry-sports-towel-for-yoga-fitness-golf-tennis-camping-games-fitness-towel-30x80cm/ZD47F076F0E799BD13A58Z/p/?o=zd47f076f0e799bd13a58z-1
2024-12-21 17:32:38,ZE63C373AD23090CCA010Z,"Align-Pilates Align-Pilates Pro Sitting Box for Reformers, Comfortable & Durable Pilates Accessory, Versatile Exercise Support, Black ",Align-Pilates,NA,NA,N, ,"1,400",N,29,https://www.noon.com/uae-en/align-pilates-pro-sitting-box-for-reformers-comfortable-durable-pilates-accessory-versatile-exercise-support-black/ZE63C373AD23090CCA010Z/p/?o=ze63c373ad23090cca010z-1
2024-12-21 17:32:38,ZC374CA1934FE13616230Z,Cool Baby Style Pilates Reformer Pilates Stable Chair Balance Trainer Multifunctional Fitness Equipment ,Cool Baby Style,NA,NA,N, ,"1,899",Y,28,https://www.noon.com/uae-en/pilates-reformer-pilates-stable-chair-balance-trainer-multifunctional-fitness-equipment/ZC374CA1934FE13616230Z/p/?o=zc374ca1934fe13616230z-1
2024-12-21 17:32:38,ZFC2F5FDADFE479BB0DF4Z,"RIGID FITNESS Yoga Mat 6mm with Alignments - Anti-Slip TPE Yoga Mat with Carry Bag - Precision Alignment Lines, Lightweight & Durable for All Fitness Exercises - Thick Training Mat - 183*66cm (Green) ",RIGID FITNESS,5.0,9,N, ,69.75,Y,26,https://www.noon.com/uae-en/yoga-mat-6mm-with-alignments-anti-slip-tpe-yoga-mat-with-carry-bag-precision-alignment-lines-lightweight-durable-for-all-fitness-exercises-thick-training-mat-183-66cm-green/ZFC2F5FDADFE479BB0DF4Z/p/?o=zfc2f5fdadfe479bb0df4z-1
2024-12-21 17:32:38,ZFC4F2BC1E9DC7B33305BZ,"Qiccijoo Qiccijoo Ankle Weights Set 1 Pair 4kg(8.8lb) Workout Ankle Weights for Women or Men Wrist Leg Weights for Fitness,Running,Walking,2*2kg(4.4lb) - Blue ",Qiccijoo,NA,NA,Y,NA,89,Y,25,https://www.noon.com/uae-en/qiccijoo-ankle-weights-set-1-pair-4kg-8-8lb-workout-ankle-weights-for-women-or-men-wrist-leg-weights-for-fitness-running-walking-2-2kg-4-4lb-blue/ZFC4F2BC1E9DC7B33305BZ/p/?o=zfc4f2bc1e9dc7b33305bz-1
2024-12-21 17:32:38,Z603FF8FD1BFB572D8D9FZ,"URbazaar Yoga Mat for Women and Men, Extra Long and Wide Exercise Mat(72""x24""), Large Non Slip Workout Mat for Yoga, Pilates, Fitness, Barefoot Workouts, Home Gym Studio ",URbazaar,4.7,3,Y, ,50.90,N,24,https://www.noon.com/uae-en/yoga-mat-for-women-and-men-extra-long-and-wide-exercise-mat-72-x24-large-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio/Z603FF8FD1BFB572D8D9FZ/p/?o=z603ff8fd1bfb572d8d9fz-1
2024-12-21 17:32:38,Z64F6F3A802D480F24297Z,Cool Baby Style COOLBABY Pilates Reformer Pilates Core Bed Yoga Bed Aluminum Alloy Family Stretch Family Stretch Training Fitness Equipment Folding ,Cool Baby Style,NA,NA,N, ,"5,299",N,16,https://www.noon.com/uae-en/coolbaby-pilates-reformer-pilates-core-bed-yoga-bed-aluminum-alloy-family-stretch-family-stretch-training-fitness-equipment-folding/Z64F6F3A802D480F24297Z/p/?o=z64f6f3a802d480f24297z-1
2024-12-21 17:32:38,ZF1B820590974FC4302ECZ,Generic Pilates Solid Wood Ladder Bucket Yoga Body Sculpting Slimming Home Fitness Equipment ,Generic,NA,NA,N, ,"2,799",N,13,https://www.noon.com/uae-en/pilates-solid-wood-ladder-bucket-yoga-body-sculpting-slimming-home-fitness-equipment/ZF1B820590974FC4302ECZ/p/?o=zf1b820590974fc4302ecz-1
2024-12-21 17:32:38,Z84E79009D86BEC82134CZ,Generic Pilates Yoga Bed Yoga Studio Pilates Core Bed Pilates Training Bed Strength Adjustment Stainless Steel Yoga Training Bed ,Generic,5.0,1,N, ,"1,599",Y,12,https://www.noon.com/uae-en/pilates-yoga-bed-yoga-studio-pilates-core-bed-pilates-training-bed-strength-adjustment-stainless-steel-yoga-training-bed/Z84E79009D86BEC82134CZ/p/?o=z84e79009d86bec82134cz-1
2024-12-21 17:32:38,Z4F92579021C1CA25613BZ,Align-Pilates Align-Pilates Leg Extensions for R8-Pro Pilates Reformer ,Align-Pilates,NA,NA,Y, ,230,N,15,https://www.noon.com/uae-en/align-pilates-leg-extensions-for-r8-pro-pilates-reformer/Z4F92579021C1CA25613BZ/p/?o=z4f92579021c1ca25613bz-1
2024-12-21 17:32:38,Z714F3CFBAE5CFA36FAC1Z,Cool Baby Style COOLBABY Pilates Core Bed Yoga Bed Sports Solid Wood Pilates Equipment Home Stretch Home Stretch Training Fitness Equipment Foldable ,Cool Baby Style,NA,NA,N, ,"4,999",N,11,https://www.noon.com/uae-en/coolbaby-pilates-core-bed-yoga-bed-sports-solid-wood-pilates-equipment-home-stretch-home-stretch-training-fitness-equipment-foldable/Z714F3CFBAE5CFA36FAC1Z/p/?o=z714f3cfbae5cfa36fac1z-1
2024-12-21 17:32:38,Z549615CC1C4033D14D98Z,"NNEWVANTE Nnewvante Silk Sleep Mask, 2 Pack 100% Real Natural Pure Silk Eye Mask with Adjustable Strap, Eye Mask for Sleeping, Eye Sleep Shade Cover, Blocks Light Reduces Puffy Eyes Gifts ",NNEWVANTE,3.5,5,Y, ,23.90,Y,14,https://www.noon.com/uae-en/nnewvante-silk-sleep-mask-2-pack-100-real-natural-pure-silk-eye-mask-with-adjustable-strap-eye-mask-for-sleeping-eye-sleep-shade-cover-blocks-light-reduces-puffy-eyes-gifts/Z549615CC1C4033D14D98Z/p/?o=z549615cc1c4033d14d98z-1
2024-12-21 17:32:38,Z30D4CCA1797EC4F25257Z,Other Manufacturer Pilates Reformer Pilates Dirac Loft Bed Yoga Bed Home Commercial Fitness Equipment ,Other Manufacturer,NA,NA,N, ,"4,999",N,10,https://www.noon.com/uae-en/pilates-reformer-pilates-dirac-loft-bed-yoga-bed-home-commercial-fitness-equipment/Z30D4CCA1797EC4F25257Z/p/?o=z30d4cca1797ec4f25257z-1
